COMMAND: ./post_m29_bc_interval_formula_mpfr
B/C interval fixed-template direct-tail MPFR onset verifier
b_rank_lo=14 b_rank_hi=217 c_rank_lo=20 c_rank_hi=217 include_b=1 include_c=1 b_radius_slope=22 c_radius_slope=19 b_radius_offset=0 c_radius_offset=0 search_lo=63 search_hi=40001 slack=32 cheb_degree=8 cheb_scale=12000 cutoff=80 majorant_degree=32 log10_neg=-15 mpfr_precision=384 mpfr_version=4.2.1 max_fact=94396 OpenMP threads=32
CONDITIONAL_INPUT requires uniform B/C Chebyshev negative-tail bound degree=8 scale=12000 cutoff=80 majorant_degree=32 log10_negative_upper<=-15
factorial_log_precompute_start max_fact=94396
factorial_log_precompute_done max_fact=94396
row	onset	margin_lower_log10	slack_target	slack_margin_lower_log10	radius	c_push_lower
B_97	5707	3.7408524583763605798081	5739	65.7240048486005676828046	2134	16779.35421307689758352
B_98	5831	1.99610090211764317366489	5863	64.1390248789915602190141	2156	17148.35421307689758352
B_99	5957	1.39723629248759266478596	5989	63.6981156262844179789779	2178	17521.35421307689758352
B_100	6085	1.96929068731207141111742	6117	64.4263499822665479391207	2200	17898.35421307689758352
B_101	6215	3.70130739895398218166899	6247	66.312810731324082317926	2222	18279.35421307689758352
B_102	6345	2.69517250006479872735598	6377	65.4594221160995039104293	2244	18664.35421307689758352
B_103	6477	2.84344359258876227368892	6509	65.7587786631437294217744	2266	19053.35421307689758352
B_104	6609	0.229175729207097829830548	6641	63.2939711579603812857995	2288	19446.35421307689758352
B_105	6745	2.71486192571806754140859	6777	65.9275272081327620886098	2310	19843.35421307689758352
B_106	6881	2.43261771275414257175841	6913	65.7915958431151518448495	2332	20244.35421307689758352
B_107	7019	3.31258427180870826223317	7051	66.8163506958280210693836	2354	20649.35421307689758352
B_108	7157	1.40104272230441722388737	7189	65.0481043329443782622014	2376	21058.35421307689758352
B_109	7297	0.646475212050413434636454	7329	64.4353693863584911087122	2398	21471.35421307689758352
B_110	7439	1.07306290177471608489479	7471	65.0023565766570953585553	2420	21888.35421307689758352
