COMMAND: ./post_m29_bc_interval_formula_mpfr
B/C interval fixed-template direct-tail MPFR onset verifier
b_rank_lo=14 b_rank_hi=217 c_rank_lo=20 c_rank_hi=217 include_b=1 include_c=1 b_radius_slope=22 c_radius_slope=19 b_radius_offset=0 c_radius_offset=0 search_lo=63 search_hi=40001 slack=32 cheb_degree=8 cheb_scale=12000 cutoff=80 majorant_degree=32 log10_neg=-15 mpfr_precision=384 mpfr_version=4.2.1 max_fact=94396 OpenMP threads=32
CONDITIONAL_INPUT requires uniform B/C Chebyshev negative-tail bound degree=8 scale=12000 cutoff=80 majorant_degree=32 log10_negative_upper<=-15
factorial_log_precompute_start max_fact=94396
factorial_log_precompute_done max_fact=94396
row	onset	margin_lower_log10	slack_target	slack_margin_lower_log10	radius	c_push_lower
B_111	7583	2.66903823402636486313034	7615	66.7373270190121432404099	2442	22309.35421307689758352
B_112	7727	1.44541067987291842288959	7759	65.6513180050365014493292	2464	22734.35421307689758352
B_113	7873	1.38595637112883362844023	7905	65.728132668445990280375	2486	23163.35421307689758352
B_114	8021	2.51452032565734798555287	8053	66.9916422421709142732681	2508	23596.35421307689758352
B_115	8169	0.780839616787443651717504	8201	65.3916092580524194513961	2530	24033.35421307689758352
B_116	8319	0.230110138603280783320091	8351	64.9732543409685666356686	2552	24474.35421307689758352
B_117	8471	0.850210143217697774869062	8503	65.7244797735834375762055	2574	24919.35421307689758352
B_118	8625	2.6646803469472474273592	8657	67.6688496287131122543242	2596	25368.35421307689758352
B_119	8779	1.59033462779751218336233	8811	66.7232004917886765145841	2618	25821.35421307689758352
B_120	8935	1.70532663357027545637661	8967	66.9657080927946635925075	2640	26278.35421307689758352
B_121	9093	2.99724819288563974730536	9125	68.3839857400385913052538	2662	26739.35421307689758352
B_122	9251	1.39486752737188387672047	9283	66.9068225540630097620563	2684	27204.35421307689758352
B_123	9411	0.964522722988224646548836	9443	66.600576959720181126204	2706	27673.35421307689758352
B_124	9573	1.72945415479709315674642	9605	67.4885091307775513031553	2728	28146.35421307689758352
B_125	9737	3.6769924904981789101969	9769	69.5579690124146489882062	2750	28623.35421307689758352
B_126	9901	2.70503692947927934266755	9933	68.70687457841188514732	2772	29104.35421307689758352
B_127	10067	2.91083625909413157199955	10099	69.0324929047841216654602	2794	29589.35421307689758352
B_128	10233	0.177355710346399978944311	10265	66.417807042078318930777	2816	30078.35421307689758352
B_129	10403	2.76438274418065730815963	10435	69.1226218175738538004315	2838	30571.35421307689758352
B_130	10573	2.40740778170882498230398	10605	68.8824445807495052631033	2860	31068.35421307689758352
B_131	10745	3.23353192637503642285656	10777	69.8243929400535293144967	2882	31569.35421307689758352
B_132	10917	1.09641406756906385512598	10949	67.8021418805184845492478	2904	32074.35421307689758352
B_133	11091	0.13779581648575403928583	11123	66.9574487130479653148498	2926	32583.35421307689758352
B_134	11267	0.3804248783115393214733	11299	67.3130764594843283737214	2948	33096.35421307689758352
B_135	11445	1.81115815100290952296659	11477	68.8558969637487355090146	2970	33613.35421307689758352
B_136	11623	0.255308424089204090989633	11655	67.4112376025108271293988	2992	34134.35421307689758352
B_137	11805	4.08714553288787133752492	11837	71.3533824507997421499376	3014	34659.35421307689758352
B_138	11985	0.716792497303305683832048	12017	68.0924684317498637685364	3036	35188.35421307689758352
B_139	12169	2.74332732765663628118819	12201	70.2275871329497147420191	3058	35721.35421307689758352
B_140	12353	1.76047683462522238549449	12385	69.3524786264926649113513	3080	36258.35421307689758352
B_141	12539	1.96586469932043549916903	12571	69.6647795487768658688155	3102	36799.35421307689758352
B_142	12727	3.38184446960881978838669	12759	71.1868561061773321939131	3124	37344.35421307689758352
B_143	12915	1.75049802953308884232634	12947	69.6608025534635093438688	3146	37893.35421307689758352
B_144	13105	1.32534681775652825243635	13137	69.3401524209018907232974	3168	38446.35421307689758352
B_145	13297	2.09285384661413563479598	13329	70.2113805416421727312414	3190	39003.35421307689758352
B_146	13491	4.07519756812890034803329	13523	72.2966769257597209009202	3212	39564.35421307689758352
B_147	13685	2.98845472917397354770256	13717	71.312129623148728601446	3234	40129.35421307689758352
B_148	13881	3.11219977556433362461702	13913	71.5373241350626073787301	3256	40698.35421307689758352
B_149	14077	0.149863524391716284943445	14109	68.6757020936276558391497	3278	41271.35421307689758352
B_150	14277	2.68294286515026251265127	14309	71.3087709698891193748431	3300	41848.35421307689758352
B_151	14477	2.12569736482077746765006	14509	70.8508006855686096201786	3322	42429.35421307689758352
B_152	14679	2.78299780288702210238518	14711	71.6066721545168311431868	3344	43014.35421307689758352
B_153	14881	0.33338723549084248477625	14913	69.2549383530784269731376	3366	43603.35421307689758352
B_154	15087	3.40785048102729544195886	15119	72.4265938116796181392428	3388	44196.35421307689758352
B_155	15293	3.37120657323073879101115	15325	72.4864670736986592325097	3410	44793.35421307689758352
