# Exact rational polynomial witnesses for the E8 negative-region bounds.
# n|moment_weight|scale|divide_negative_endpoint|power-basis coefficients
77|22|1|0|8053192751394680253091740077948360825049800960667493406964380816476935819757994164564066307961541507621528613687978010563/31946831238898573924865056193934065653660641961761460155543410968324872931556844044387618381836915290000000000000000000000000,-113281900165317229901260061880711590951329246685694411177039250791434798083771289704207260640464979908215138911998134401/638936624777971478497301123878681313073212839235229203110868219366497458631136880887752367636738305800000000000000000000000,2538110334492440774162001939991186902132154217826484756421242681989130706777623320325980962076827456002415246162829247/44370598942914686006757022491575091185639780502446472438254737456006767960495616728316136641440160125000000000000000000000,-187703829746841852848505049247619628529293053988723213176635528411473239817260853935500488528545927787260075211143167/16638974603593007252533883434340659194614917688417427164345526546002537985185856273118551240540060046875000000000000000000,49686458302790044825616814621043528236419937094849486388959382485451107527486313156448650950572422853930674300861/32497997272642592290105241082696599989482261110190287430362356535161207002316125533434670391679804779052734375000000000,-210482319064102549067259324044031566454662312055482889008464586366652462473758189952832070962107222409367683334807/1386581216966083937711156952861721599551243140701452263695460545500211498765488022759879270045005003906250000000000000000,2988107334818058441980672901206528853574342817395171704702580538024860223852660948093850413828058656469631275101/259983978181140738320841928661572799915858088881522299442898852281289656018529004267477363133438438232421875000000000000,-177335510775853420460180562712063647610760542853691853576839183304678324022460249530380711003293461318625778601/259983978181140738320841928661572799915858088881522299442898852281289656018529004267477363133438438232421875000000000000,350628964728219129611701197485221928133780575334943609109473101877033369139400890105253638097959911439350873/10832665757547530763368413694232199996494087036730095810120785511720402334105375177811556797226601593017578125000000000,-6077397736656551962017465766265097281611146875456648645414137775518616307532650026063590179859339281478937/4874699590896388843515786162404489998422339166528543114554353480274181050347418830015200558751970716857910156250000000,120156497130478251915518090032009063248809182257479483516624262658567637197265888551037549896812305838923/3046687244310243027197366351502806249013961979080339446596470925171363156467136768759500349219981698036193847656250000,-58356083757123459619449315699115743157701810624586682979625856514463243486573202759024552327141564161/56420134153893389392543821324126041648406703316302582344379091206877095490132162384435191652221883296966552734375000,479507206447848869229811048194707854677205029600840355697277141733211796412017367763821781267743607/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-8835675549812682243043544833417929126138287293225408019775492163113112666269197986165032192538988/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,45892357645424885415207764435977716765376466064505885098535134859275778557179504993940616635856/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,-1822829121984049093528531388188066261278367018973226854368715742431498050027566554230681014464/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,20592426852979664769275898325162593329079249590857869429437701733366613855880359108813895808/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-66404893872682555109961893476808082456444687480630463352724073768390725984656728715200256/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,993314135693349160447903029630086906602177172002434414757503358249206371999697175359488/12694530184626012613322359797928359370891508246168081027485295521547346485279736536497918121749923741817474365234375,-35546065736018220995201630658844328740288659315872795063387877683758503209087582470144/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,24394314318054929941250810253634812622146687879232165031882658687993272164175446016/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,-390646895345623720599453425972434655454689854539149323658527212157976536117477376/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,1803631959241457974991025736649993386409908299662501247610406855909115540537344/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-2401199251708340041807311637827305361596396619074136049658407896185266241536/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,24871137445768489746816232296081738918714331822959445598918421724188901376/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-370572023003848070194532464242670075134580359052199567696974385212555264/105787751538550105111019664982736328090762568718067341895710796012894554043997804470815984347916031181812286376953125,63373890413936797386560016546218661680852241382231595353191395360768/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,-3763948252144295239314046818753034963558709552295703568940907102208/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625,1412330325472157921253799859080546550009524236424620150303490048/38083590553878037839967079393785078112674524738504243082455886564642039455839209609493754365249771225452423095703125,-1246318236134383988171002334291551488923112532059595571462144/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,4978747983342975631754053033984561149589437267388355575808/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,-1096759124603149921779733154584107229924140232329920512/12694530184626012613322359797928359370891508246168081027485295521547346485279736536497918121749923741817474365234375,1634997551109326387289906554155816732590651499085824/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-694201301490500153069520365306480109868420169728/12694530184626012613322359797928359370891508246168081027485295521547346485279736536497918121749923741817474365234375,1869156174633003683902410224578316495973515264/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,-239799661923158475327306239871839903940608/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,528613654160406788253396466380107153408/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625,-2475865550993350143391503478685696/7616718110775607567993415878757015622534904947700848616491177312928407891167841921898750873049954245090484619140625
79|22|1|0|-1886797637658052533205154924198156142061685294835027259933886490722521510310129170930648839527817656777634165309899084437/6389366247779714784973011238786813130732128392352292031108682193664974586311368808877523676367383058000000000000000000000000,331186292661338422636695096109760998490282851061353241740489106872483141621804625121269880223502882002571129971089707989/1597341561944928696243252809696703282683032098088073007777170548416243646577842202219380919091845764500000000000000000000000,-5905994560082504948706178456732747695250409774958981503030961328015769594485795485463405879181249675231861480843759117/88741197885829372013514044983150182371279561004892944876509474912013535920991233456632273282880320250000000000000000000000,433124640345557723795908087576995876586063317505534427309140595462429871757904073604508685694212659048766269212909849/33277949207186014505067766868681318389229835376834854328691053092005075970371712546237102481080120093750000000000000000000,-7253210431948633468312364850919130793141901179644159812589205475874464441933874976946184424602397077429351112873077/4159743650898251813133470858585164798653729422104356791086381636500634496296464068279637810135015011718750000000000000000,23655402479546100007958472737582183471413924425999040015551422111010478800591934441433514511669578069707515103053/138658121696608393771115695286172159955124314070145226369546054550021149876548802275987927004500500390625000000000000000,-82489637212936538925729526323276560518012033483566015111245960267481819171628594753294874931306056925904046213/6499599454528518458021048216539319997896452222038057486072471307032241400463225106686934078335960955810546875000000000,23983049500869042126266710797323800439768620391152716164105632601452212476079459820601958680895129426116800279/32497997272642592290105241082696599989482261110190287430362356535161207002316125533434670391679804779052734375000000000,-370729275850235087847390275765364600496440503922366290583205986040574054745160559196971681482149181498102021/10832665757547530763368413694232199996494087036730095810120785511720402334105375177811556797226601593017578125000000000,15662377283848190266545290403552979676096150767555898540146833878329042298474150690124604255733659609429481/12186748977240972108789465406011224996055847916321357786385883700685452625868547075038001396879926792144775390625000000,-241030299576441313579783782172765273976902959949200500886229394043069448704997466925093181230221118382393/6093374488620486054394732703005612498027923958160678893192941850342726312934273537519000698439963396072387695312500000,7106030981871832093327948044944200340165034607935656514150196849936445473210667873405565046795159079/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,-453060539131571422307815977534083626723535785259555653410714992600079195151438449168196950640691816/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,8088796602819460023934638452672965099959177419293532156068742429970141267139930093723153329660068/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-40680045771080211001322466984206095701504471361559153617474535306541647258937550860009456708424/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,312811936521864157986093470669956856189376733649983522775055262016343681992567590933633468672/4231510061542004204440786599309453123630502748722693675828431840515782161759912178832639373916641247272491455078125,-17103850638671942398824626459384521171349975453547359193054756532028579007039327909555679616/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,53407684494170996505679930964030433102431821421902029858027089601222149737611339562909184/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,-774016728742045490614112806922442352068835678455314129484478499840067834326520768103424/12694530184626012613322359797928359370891508246168081027485295521547346485279736536497918121749923741817474365234375,26855935478529158575357991517648584115373678425912224185758665944955638588710873849856/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,-17885782638137717798924382268468519185449519758991002160252177482115499300089888768/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,278228131180064969223374808999609090543375935928833059385982818027359850223239168/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-249829175946344235640837345654604964144944335165618401129665180939291775729664/4231510061542004204440786599309453123630502748722693675828431840515782161759912178832639373916641247272491455078125,323768155737402530744990164981430604563987378735313974578612942718678073344/1410503353847334734813595533103151041210167582907564558609477280171927387253304059610879791305547082424163818359375,-16339717932846124035155750418504326384572928261623100283778837959548076032/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,47498379987072717435507609654580257311927142246072710859368927986712576/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-39660136323863691871421981747709437922461658572205148724736517210112/7052516769236673674067977665515755206050837914537822793047386400859636936266520298054398956527735412120819091796875,2302382713237751444131659807268775343290213833204280169208148393984/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625,-4226023160232371388295458931032508831944216586476167294697340928/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625,730340937494995089000277284764605168851580494017105991041024/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-2859198723009173837469180467828538134180947560505070845952/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,3088632529673241740126013556855032231998360313059606528/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,-180760437150255087380299122570361246931794144526336/4231510061542004204440786599309453123630502748722693675828431840515782161759912178832639373916641247272491455078125,1884392782699515820882798967563000401067312676864/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,-997214380853825185620356609266408323251437568/63472650923130063066611798989641796854457541230840405137426477607736732426398682682489590608749618709087371826171875,125795608635787242469407095149553801756672/21157550307710021022203932996547265618152513743613468379142159202578910808799560894163196869583206236362457275390625,-272808072682669342792606350052148903936/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625,31441108857141386033723335415693312/190417952769390189199835396968925390563372623692521215412279432823210197279196048047468771826248856127262115478515625
81|12|1|0|21038556599602563387927197437636924824639594703229051062359161455587709918152123570377097594550450459978491470033761641932975335439/4466240315823119327579540411842077931007265506990133134780549557663878263383076545284547041150289853887924414276050000000000000000000000,1760914396950406244959248716596371822659494264166293085000440897929950771256266855868225879775714669570596087818164803693175879/8270815399672443199221371133040885057420862049981728027371388069747922709968660269045457483611647877570230396807500000000000000000000,-37339805310740303539145865766133049837461235501346875881885240352357971773243139340090690342983730295642610938800889494156693733/37218669298525994396496170098683982758393879224917776123171246313865652194858971210704558676252415449066036785633750000000000000000000,2505503928841991352854528829218185532895250783444678435934417785290643701847593140844675561159653797344170385356350189838603473/13957000986947247898686063787006493534397704709344166046189217367699619573072114204014209503594655793399763794612656250000000000000000,3133515377866203938733944195141973651969815882820365652867109265233600404954781006020103149948621213809161359538427376310859/77538894371929154992700354372258297413320581718578700256606763153886775405956190022301163908859198852220909970070312500000000000000,-31338778457364387605059633021836438472253220380837966710021212958051065819773812564780505809627258317571752742247639699682359/1453854269473671656113131644479843076499760907223350629811376809135377038861678562918146823291109978479142061938818359375000000000000,374921669371196812211643747006602803533415221093436247955636185145786482661952947646850620174602459045076100398636094231683/87231256168420299366787898668790584589985654433401037788682608548122622331700713775088809397466598708748523716329101562500000000000,-534759276859708184289320570957176969036516616564346850533541323286810498416850127709927686777091601582365894978137254199/1009621020467827538967452530888779914235945074460660159591233895232900721431721224248713071729937485054959765235290527343750000000,138734598785374234025527116528165821936181662019835573280433491141144196715439618966500680020463168090141646012104795907/3028863061403482616902357592666339742707835223381980478773701685698702164295163672746139215189812455164879295705871582031250000000,-20109579278231550386516058228328580301870331135825691307241381046491103066627804967177963170762745788272129961984865449/6814941888157835888030304583499264421092629252609456077240828792822079869664118263678813234177078024120978415338211059570312500000,15438262948945208373955725622456687785366098193370140802173993489755004560280247225918901219350445117523415246799867/105168856298732035309109638634247907732910945256318766624086864086760491815804294192574278305201821359891642212009429931640625000,-410350420765864664612878692520528451649323428510911295428093745297733299552845028310453894548500011386945249468888/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,39092238319536414990744929413024330071379766802756952053450588620590669901641611295682353678840156725342564094184/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,-112894146012978826773298159250142261155658120383707238570619166139522653895732382437676436964975218688885305456/23662992667214707944549668692705779239904962682671722490419544419521110658555966193329212618670409805975619497702121734619140625,7294244768167394586137234174295887801026625257286740899806718115995278545156195369213646206357380524704463296/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,-394651989152309887281544506455000311197651775187070021299695584598502434895961073016412447360819559680379648/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,74251237790433017070287580176532281755208934922624934032008465305736308334731165808551823569053901894656/2629221407468300882727740965856197693322773631407969165602171602169012295395107354814356957630045533997291055300235748291015625,-2891185240509338569518862426835870282827618148784042257456814869041591130548423756849200131451372351488/7887664222404902648183222897568593079968320894223907496806514806507036886185322064443070872890136601991873165900707244873046875,57920838737097058190052634191190534439558281915286592334153138696089151867140288358486728592147529728/14197795600328824766729801215623467543942977609603033494251726651712666395133579715997527571202245883585371698621273040771484375,-102970325508159759913551845073039435822678683032911017849613286215447404768373229423526775256973312/2629221407468300882727740965856197693322773631407969165602171602169012295395107354814356957630045533997291055300235748291015625,7712306895665985730921595989330427055456895114246066311133916298343915326717571828883162830733312/23662992667214707944549668692705779239904962682671722490419544419521110658555966193329212618670409805975619497702121734619140625,-33523579796380614509590455532025139940610163072387952967317100929163435263612964151194537689088/14197795600328824766729801215623467543942977609603033494251726651712666395133579715997527571202245883585371698621273040771484375,117863160192824095050120967574739478327467440676575379184710898766199267076218868110649720832/7887664222404902648183222897568593079968320894223907496806514806507036886185322064443070872890136601991873165900707244873046875,-392017266161942859616334034663918642528595516773432533714099891632661405238793222664224768/4732598533442941588909933738541155847980992536534344498083908883904222131711193238665842523734081961195123899540424346923828125,5722282882000902144681832440719574148151182628486326595437768708901887356159232445513728/14197795600328824766729801215623467543942977609603033494251726651712666395133579715997527571202245883585371698621273040771484375,-4531930008067505437902560079701671030374219109782401365580105080251860659996670820352/2629221407468300882727740965856197693322773631407969165602171602169012295395107354814356957630045533997291055300235748291015625,10228457291846258550973260521248636267525176377704581396773344474906404372216807424/1577532844480980529636644579513718615993664178844781499361302961301407377237064412888614174578027320398374633180141448974609375,-4568656840203044875118175585647266931572791021936634337028761291929085695190106112/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,492062573626150906720249834302744163589677432809692202960925190299301747621888/7887664222404902648183222897568593079968320894223907496806514806507036886185322064443070872890136601991873165900707244873046875,-11301742767722312616700517973920493979609507582349330256305088665243116109824/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,75750571276575406083842833299149515027366168804422774646002758891501256704/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,-16406041266859861730686661572144417187840652950627764179120639774294016/23662992667214707944549668692705779239904962682671722490419544419521110658555966193329212618670409805975619497702121734619140625,83310920583795899766735681714813707458593286597753844515144606941184/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,-365125401041650877918529440424366136315408362068441116998419611648/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,16913707485989556543384398147171997407351236053299926531047424/7887664222404902648183222897568593079968320894223907496806514806507036886185322064443070872890136601991873165900707244873046875,-53761680715507936436708788031339533977621771345061480497152/23662992667214707944549668692705779239904962682671722490419544419521110658555966193329212618670409805975619497702121734619140625,428245797787568902886051190289301077690593582214920798208/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,-1278434285113809626176565511348426974061476012097536/876407135822766960909246988618732564440924543802656388534057200723004098465035784938118985876681844665763685100078582763671875,59950638207467829095294851056313338031858769723392/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,-79886723196203973838698034111127838598570704896/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625,567942393074172089263785174350497920843776/4732598533442941588909933738541155847980992536534344498083908883904222131711193238665842523734081961195123899540424346923828125,-1747093950160811434884033134010610745344/70988978001644123833649006078117337719714888048015167471258633258563331975667898579987637856011229417926858493106365203857421875,517386791546799530952368474394984448/212966934004932371500947018234352013159144664144045502413775899775689995927003695739962913568033688253780575479319095611572265625
83|12|1|0|1562540594616252356181197316728264606027333779945841648237921734355696184381333426412850787594101790573090003952819/15622000475821402649259012478833758104640053919301354016060727963510862863531296737705545388718251576810000000000000000000000,1386151736353969320647827473301287617809350735165469413611285844205143244542220009499722940004352044338122375230751279/390550011895535066231475311970843952616001347982533850401518199087771571588282418442638634717956289420250000000000000000000,-1425389421474391820990193896466530375068837602846927138856095268955785228959672983891623639875388497915897714096131827/1952750059477675331157376559854219763080006739912669252007590995438857857941412092213193173589781447101250000000000000000000,-19107805229004559751049532518383437938670527682212033655877393626509879300390552767285431210405013302842102165628643/40682292905784902732445344996962911730833473748180609416824812404976205373779418587774857783120446814609375000000000000000,5066070256890259497253139350489851385255401610821184154433770480410322147097021899702043730478214594694608323573579/20341146452892451366222672498481455865416736874090304708412406202488102686889709293887428891560223407304687500000000000000,-283314287066395958283001354928477693867180687418245591633333071848561254188097509340863223638282111938690432686299/5085286613223112841555668124620363966354184218522576177103101550622025671722427323471857222890055851826171875000000000000,19365863501912960528903681414464150719759655400413446726257777886746917916460282864521202315457097215226758886267/2542643306611556420777834062310181983177092109261288088551550775311012835861213661735928611445027925913085937500000000000,-11367557980261094758913385564462129430165821638337670576764617712679936036453689322879893400198670814321806707/15891520666322227629861462889438637394856825682883050553447192345693830224132585385849553821531424536956787109375000000,38918993722250042790436519411707390109134468918620646673679584890167451419226672472663738903610536377266233/794576033316111381493073144471931869742841284144152527672359617284691511206629269292477691076571226847839355468750000,-7560841153249045886598483757438271385838467146583231631315760247868452891496593158077626435682714536465761/2979660124935417680599024291769744511535654815540571978771348564817593167024859759846791341537142100679397583007812500,3041422182766738910985547062508184999213352435134528999735751514508250957316356785203053354929324667913819/29796601249354176805990242917697445115356548155405719787713485648175931670248597598467913415371421006793975830078125000,-2422322463152800826791786421638698688684730658549960790464271865176707733389877780523855830940654334137/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,6899745274347833070654467217469009578753447767280018385110287338064210113399218925439911052349578084/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-144248809360080953352635679341558333954723816453527664922234563229560009265760546839138159372169072/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,2487795330162613614222214382761109220097079550163768917614190421717930677581396368560194965513664/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-35749141745070568427573652460101532288977645385049706932284595136465432922523787717649525754624/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,431733414581681344164688615916813736630252029058938479823412466748705970588830594024733313024/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-4414632064458760843007572452681412356510783733042508105900722465527021227668904162054537216/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,115390705612627171920076824179332315408720899871055557555193433970748293902927900833308672/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,-861187083937262991263162055595543152548845634437970694899553192452846603783522762031104/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,5529218642906929384325791084947164414506382283293753404259661207196790126825335422976/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,-10214277288478453586311851650017832375968826017340100264782790503439786200712347648/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,48981767605962900450565358554806621826718929539302907213359359338093107369476096/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-203560485321672415175630408535499868902078894254193253277258786741249256718336/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,733597293654787301950125242026586307868708272089521251423789144711643529216/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-2291847441288097143625791541200703201659094343247491516329905273803112448/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,6198545659226373782974735082084720592458511015954783624443938457255936/82768336803761602238861785882492903098212633765015888299204126800488699084023882217966426153809502796649932861328125,-130295016794120085073762954057747605595610657175338369776364923387904/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,261791537922981497180900264456786911635477891932925302439430586368/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,-450056901313929001069395973606390239624328625383236566981279744/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,219045120368458053346511850377175621268494793820730092945408/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,-2151587357633981879564305712735256448785385037062209536/1986440083290278453732682861179829674357103210360381319180899043211728778016573173231194227691428067119598388671875,273968556341724065385073705050350238319513034194681856/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,-227295070120256029187494733747638246505798772457472/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,149607715352102155439418687826493084313088688128/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,-75137570394364362755924940297396579127525376/248305010411284806716585357647478709294637901295047664897612380401466097252071646653899278461428508389949798583984375,81120850658337950324669708924177006723072/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,-18624196963996665249935890857639018496/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125,2048914252956791259984590847082496/744915031233854420149756072942436127883913703885142994692837141204398291756214939961697835384285525169849395751953125
85|12|1|0|23071069672733338759017191987810696656923821336160825575310221942475304505707079881215728390963214545137771/136606452860333135774673584000096953822330667980824778229574828410300479988003968609622117205000000000000000000000,-23179511853513779342932148740963950371428898678314114705734255369242056317984945978443407638802849172941573/13660645286033313577467358400009695382233066798082477822957482841030047998800396860962211720500000000000000000000,5425984073688482847316554231735973627893394277245886947667204380579044229314027204807781962673472940297199/1138387107169442798122279866667474615186088899840206485246456903419170666566699738413517643375000000000000000000,-2203779977721596289477196027940013743710916694070969766501873061129279732757281368370110073541031829610577/853790330377082098591709900000605961389566674880154863934842677564377999925024803810138232531250000000000000000,8943937321696689347957754927724181402813256717716114354521992034295738602737593251115750234527393461269/13340473912141907790495467187509468146711979295002419748981916836943406248828512559533409883300781250000000000,-2330657559308010411910922975622087081590164214880661676037207525934697211935547521840192525346364049993/22234123186903179650825778645849113577853298825004032914969861394905677081380854265889016472167968750000000000,29209729235660949154466216683840172883786462469914689757101106016778456335796375398986554285667819341/2668094782428381558099093437501893629342395859000483949796383367388681249765702511906681976660156250000000000,-1351898649094791749938341119548947672021477834274773630368941835123842760307132554134215202525398017/1667559239017738473811933398438683518338997411875302468622739604617925781103564069941676235412597656250000000,85410734445091835697298422996508325714068758235548415971589953955397249600997059471750314050371/1930045415529789900245293285229957775855321078559377857202244912752228913314310266136199346542358398437500,-63600626074796892025641835306744486314737828315751884022415364692923693374790857248381087955723/34740817479536218204415279134139239965395779414068801429640408429540120439657584790451588237762451171875000,5092473952937470809242138709403979719576539051602037052936409340920339674362355686554483026361/86852043698840545511038197835348099913489448535172003574101021073850301099143961976128970594406127929687500,-2141409831965381252614854690549675746948122211765926396571891667867922646432629220738881972/1447534061647342425183969963922468331891490808919533392901683684564171684985732699602149509906768798828125,129582866586632794636706728828175096165380226115470145497182449354916254450378477221504072/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,-2116624299132210937282452721315974219053858601075936329588643888560228255072439322023344/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,9437138866975428769729292914029736414377455061959001030830093386938673761910572133312/1447534061647342425183969963922468331891490808919533392901683684564171684985732699602149509906768798828125,-313109995376847605523973746099248405919418393461469067496502672990464579079166432512/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,2886828024541908833457803455136530670730046899354087858395061065006628467948732416/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,-2482346569471822382838645073919981873055810782335112055762062361075715494473728/482511353882447475061323321307489443963830269639844464300561228188057228328577566534049836635589599609375,145929682501068734771710098370136005295521584353383937052007155435911237730304/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,-161586231559951122513722749369439431698666161540336822865580088452139712512/868520436988405455110381978353480999134894485351720035741010210738503010991439619761289705944061279296875,1267557843984424014419128795165606705423344530750269395263910908051587072/1447534061647342425183969963922468331891490808919533392901683684564171684985732699602149509906768798828125,-15241757282750599161321219980286060542507252781972038529000692469727232/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,52047548614933432534773222647424154760465049089810551038708027490304/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,-10085244201406792125405259805771552886018158621439770636155092992/289506812329468485036793992784493666378298161783906678580336736912834336997146539920429901981353759765625,74667481688279898517539462743880997601199746066155495063814144/868520436988405455110381978353480999134894485351720035741010210738503010991439619761289705944061279296875,-155802496981510429049429994817434738110640118979150131232768/868520436988405455110381978353480999134894485351720035741010210738503010991439619761289705944061279296875,30348983895807305840113461762315667472136525499454193664/96502270776489495012264664261497888792766053927968892860112245637611445665715513306809967327117919921875,-5980494508518828963956200154750337132308877445225775104/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125,7177125596012110207636936590252126229145155998318592/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125,-2318875836258582087831214401148981066463124127744/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,5308643171984391757148010076429268085943304192/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125,-3069192718170599477942135945315873164623872/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125,421055914452788322402906363948099960832/4342602184942027275551909891767404995674472426758600178705051053692515054957198098806448529720306396484375,-329640070211693377074105768170487808/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125,40988034833186950683272390115328/13027806554826081826655729675302214987023417280275800536115153161077545164871594296419345589160919189453125
